latitude,longitude,postcode
40.716887,-73.963198,11211
40.72951496224949,-73.99075269699097,NA
40.71291224,-74.01020234,10007
40.74311555376486,-73.98215353488922,10035
40.7941654,-73.974124,10025
40.69681963,-73.93756926,11206
40.7284186,-73.98713956,10003
40.72906,-73.95779,11222
40.71485150526251,-74.01122331619263,10007
40.7703743,-73.9286078,11102
40.69760127,-73.99344559,11242
40.72966729392978,-73.98067966103554,10009
40.74252,-73.948852,11101
40.7160751,-73.952029,11211
40.6703837,-73.97839676,11215
40.666287,-73.98895053,11215
40.72079821,-73.95484712,11211
40.66514681533792,-73.97637605667114,11215
40.677236,-74.015665,11231
40.675146838709786,-73.97523209452629,11217
40.70955958,-74.00653609,10038
40.688226,-73.979382,11217
40.749717753,-74.002950346,10001
40.73026,-73.95394,11222
40.72229346,-73.99147535,10002
40.73020660529954,-73.99102628231049,10003
40.7252556952547,-74.00412082672119,10012
40.74286877312112,-73.98918628692627,10010
40.746647,-73.993915,10001
40.6864442,-73.98759104,11217
40.79127,-73.964839,10025
40.71450451,-74.00562789,10013
40.7997568,-73.9621128676,10205
40.676368,-73.952918,11226
40.67909799721684,-73.98765474557877,11215
40.75929124,-73.98859651,10036
40.7172274,-73.98802084,10002
40.7454973,-74.00197139,10019
40.70853074,-73.96408963,11249
40.72307749068673,-73.98583620786667,10009
40.7746671,-73.98470567,10023
40.73047309,-73.98672378,10003
40.69512845,-73.99595065,11201
40.768692,-73.9249574,11102
40.6800105,-73.938475,11216
40.71764,-73.94882,11211
40.76108,-73.930562,11106
40.71745169,-73.95850939,11249
40.7961535,-73.94782145,10029
40.680944723477296,-73.97567331790923,11217
40.74096374,-73.98602213,10010
40.77518615,-73.94446054,10028
40.70862144,-74.00722156,10038
40.698617,-73.941342,11206
40.809725,-73.953149,10027
40.74854862,-73.98808416,NA
40.71335226222875,-73.9491033554077,11211
40.742753828659026,-74.00747358798981,10014
40.74334935,-74.00681753,10011
40.69089272,-73.99612349,11231
40.68539567,-73.97431458,11217
40.7239567849954,-73.94984364509583,11222
40.73935542,-73.99931783,10011
40.71605866,-73.99190759,10002
40.6827549,-73.98258555,11217
40.8005385,-73.9419949,10035
40.70255088,-73.98940236,11201
40.74444921,-73.98303529,10016
40.7882213,-73.97041561,10024
40.7457121,-73.98194829,10016
40.77163851,-73.98261428,10023
40.7451677,-73.98683077,10035
40.71494807,-74.00234482,10013
40.81,-73.9551508,10027
40.72299208,-73.97995466,10009
40.70767788,-73.94016171,11206
40.68650065,-73.96563307,11221
40.69221589,-73.9842844,11201
40.67716489469059,-73.973827958107,11217
40.7747878,-73.9125551,11105
40.74394314,-73.97966069,10016
40.75110165,-73.94073717,11101
40.71782143,-73.97628939,10002
40.6758324,-73.9561677,11213
40.72453734,-73.98185424,10009
40.74290902,-73.97706058,10016
40.75763227739443,-73.96930575370789,10022
40.7016657,-73.9437303,11207
40.70831794366396,-74.00504082441329,10038
40.72317958,-73.99480012,10012
40.67890679,-73.94142771,11225
40.68216564,-73.95399026,11233
40.8025566,-73.9490782,10026
40.6728155,-73.98352355,11209
40.71173107,-73.99193043,10002
40.71939226,-74.00247214,10013
40.715143,-73.944507,11211
40.680611,-73.99475825,11231
40.69580705,-73.97355569,11205
40.663779,-73.98396846,11215
40.69072549,-73.95133465,11221
40.6900815,-73.947915,11216
40.7675487799971,-73.9209334552288,11102
40.69383,-73.990539,11242
40.73226398,-73.99852205,10014
40.802535,-73.9532423,10026
40.6765198,-73.9596082,11238
40.68753406,-73.97265183,11238
40.76009437,-73.99461843,10036
40.73587678,-73.98205027,10009
40.73726186,-73.99238967,10003
40.72019521437465,-74.0103006362915,10013
40.6737236,-73.9631611,11233
40.734232,-73.986923,10003
40.75172632,-73.98753523,NA
40.73555,-73.95284,11109
40.76341379,-73.99667444,10036
40.69766564,-73.98476437,11251
40.69196566,-73.9813018,11201
40.68981035,-73.97493121,11221
40.74232744,-73.95411749,11109
40.65539977447831,-74.01062786579132,11232
40.7577284,-73.9166368,11101
40.7919557,-73.968087,10025
40.68415748,-73.96922273,11207
40.75325964,-73.94335788,11101
40.77966809007312,-73.98093044757842,10023
40.73223272,-73.98889957,10009
40.69165183,-73.9999786,11201
40.666563,-73.956741,11225
40.74322681432173,-73.97449783980846,10016
40.8021174,-73.9681805305,10025
40.7969347,-73.9643412291,10025
40.71269042,-73.98776323,10002
40.728846,-74.008591,10014
40.68764484,-73.96968902,11205
40.7612274,-73.96094022,10065
40.6809591,-73.99905709,11231
40.8107922,-73.9430681,10027
40.80698,-73.941747,10027
40.79313480986663,-73.97700369358063,10024
40.746524,-73.977885,10016
40.6763947,-73.99869893,11231
40.805726,-73.936322,10035
40.683238654603414,-73.96599590778351,11207
40.7575699,-73.99098507,10036
40.76590936,-73.97634151,10105
40.735367055605394,-73.98797392845154,10003
40.75898481399634,-73.99379968643188,10036
40.6783563,-74.00014502,11231
40.7031724,-73.940636,11211
40.75660359,-73.9979009,10018
40.804372,-73.951475,10026
40.69237074,-73.93705428,11221
40.6849668,-73.98620772,11217
40.76471851944339,-73.96222069859505,10065
40.6753274,-74.0100698,11231
40.773763,-73.96222088,10021
40.6861758,-73.99645295,11231
40.6851532,-73.94111,11221
40.7801839724239,-73.97728532552719,10023
40.72706363348306,-73.99662137031554,10011
40.6663181,-73.9854617,11215
40.774779448957275,-73.95427465438843,10028
40.686312,-73.935775,11221
40.787801,-73.953559,10029
40.6686627,-73.97988067,11215
40.774645,-73.923706,11106
40.7656251,-73.9136695,11103
40.7489006,-73.97604882,10016
40.8006721,-73.9349,10035
40.7767,-73.927631,11105
40.782454175279874,-73.9489196240902,10128
40.7923272,-73.9383,10029
40.7691572,-73.96703464,10021
40.7724607,-73.9468208,10028
40.70140317257725,-73.98672670125961,11251
40.770845,-73.934171,11106
40.6627059,-73.9569115,11225
40.72248188638219,-73.95921930670738,11249
40.68900443,-73.96023854,11221
40.7892105,-73.94370784,10035
40.6794388,-73.9680438,11213
40.71219906,-73.97948148,10002
40.71413311,-73.95234386,11211
40.71739973,-73.98016555,10002
40.7682,-73.9322662,11106
40.7153379,-74.01658354,10285
40.693261,-73.968896,11205
40.7973721,-73.97041192,10025
40.7839636,-73.9471673,10035
40.72746420692392,-73.97950418293476,10009
40.71748752,-74.0104554,10013
40.680342423,-73.9557689392,11216
40.79747,-73.93504,10035
40.70530954,-74.00612572,10045
40.71622644,-73.98261206,10002
40.6740886,-73.9787282,11215
40.668603,-73.9904394,11215
40.72228087,-73.97668709,10009
40.7862586,-73.94552579,10035
40.70510918,-73.94407279,11206
40.77677702,-73.9590097,10028
40.74901271,-73.98848395,10120
40.778301,-73.9488134,10128
40.72082834,-73.97793172,10009
40.6642406,-73.9574686,11225
40.69474881,-73.98362464,11201
40.6750207,-73.97111473,11217
40.76315481910373,-73.93985509872437,11106
40.76312584,-73.96526895,10065
40.71406667,-73.99293911,10002
40.791976,-73.945993,10029
40.68488,-73.96304,11238
40.70224,-73.982578,11251
40.804213,-73.96699104,10205
40.69425403,-73.94626915,11221
40.70355377,-74.00670227,NA
40.70281858,-73.98765762,11201
40.78948541553215,-73.95242929458618,10037
40.6786115,-73.99037292,11231
40.75797322,-73.96603308,10022
40.700469,-73.991454,11201
40.69839895,-73.98068914,11251
40.795508,-73.941606,10029
40.77565541,-73.95068615,10028
40.71117416,-74.00016545,10038
40.74731,-73.95451,11109
40.69308257,-73.97178913,11238
40.71559509,-73.9870295,10002
40.6829151,-73.99318208,11217
40.7728384,-73.94989233,10075
40.7904828,-73.95033068,10029
40.75510267,-73.97498696,10172
40.695065,-73.987167,11201
40.813358,-73.956461,10027
40.70834698,-74.01713445,10280
40.81028506306003,-73.95736455917358,10027
40.7949879,-73.9333349,10035
40.6794268,-73.9298911,11207
40.77862688,-73.95772073,10028
40.75820464696758,-73.92832159996033,11101
40.6767,-73.969024,11238
40.711512,-74.015756,10281
40.72368361,-73.97574813,10009
40.69327018,-73.97703874,11237
40.6853761,-73.98302136,11217
40.744219,-73.97121214,10016
40.6851443,-73.95380904,11216
40.79025417330419,-73.97718340158461,10024
40.74524768,-73.94733276,11101
40.7689738,-73.95482273,10021
40.74144387,-73.97536082,10016
40.6795766,-73.97854971,11217
40.78057799010334,-73.98562431335449,10023
40.7954121,-73.9441232,10029
40.6685455,-73.99333264,11215
40.6704836,-73.98208968,11215
40.7785669,-73.97754961,10023
40.70717936,-74.00887308,NA
40.69957608,-73.94708417,11216
40.71069994631387,-74.00354146957397,10038
40.68322254161595,-73.9738118648529,11217
40.78414472,-73.98362492,10024
40.74691959,-74.00451887,10011
40.768254,-73.988639,10019
40.75899655960512,-73.96865397691727,10022
40.74966,-73.9521,11101
40.8013434,-73.9711457439,10205
40.6630619,-73.9538746,11225
40.72580614,-73.97422494,10009
40.7277140777778,-74.01129573583603,10282
40.668132,-73.97363831,11215
40.6859296,-74.00242364,11231
40.711863,-73.944024,11211
40.69196035,-73.96536851,11205
40.6906495,-73.95643107,11205
40.796879,-73.937261,10035
40.68223166,-73.9614583,11207
40.70583339,-73.94644578,11222
40.69128258,-73.9452416,11221
40.802692,-73.96295,10025
40.759107,-73.959223,10155
40.69573398,-73.97129668,11205
40.754691750226016,-73.99740189313889,10001
40.8143256,-73.9590255,10115
40.73266,-73.95826,11222
40.77112927,-73.95772297,10021
40.73535398,-74.00483091,10014
40.70463334,-74.01361706,10275
40.7546011026,-73.971878855,10017
40.77515953434235,-73.98918695747852,10023
40.7779453,-73.946041,10128
40.6610633719006,-73.97945255041122,11215
40.8008363,-73.9664492472,10025
40.756014,-73.967416,10022
40.7867947,-73.977112,10024
40.6794327,-74.00785041,11231
40.76800889305947,-73.96845281124115,10021
40.78720869,-73.98128127,10024
40.6847514,-73.99917254,11231
40.8125511,-73.9492286,10027
40.71076228,-73.99400398,10002
40.7921,-73.9739,10024
40.7614376,-73.9411265,11101
40.6750705,-73.98775226,11215
40.68691865,-73.976682,11221
40.770513,-73.988038,10069
40.7781314,-73.96069399,10028
40.76817546742245,-73.95910263061523,10021
40.78275,-73.97137,10024
40.6902375,-73.99203074,11231
40.70934,-73.95608,11211
40.681990442707026,-73.99079024791718,11217
40.6705135,-73.98876585,11215
40.781410700190015,-73.95595908164978,10128
40.7485,-73.941275,11101
40.6765304,-73.97846879,11217
40.6917823,-73.9737299,11205
40.6828003,-73.99990419,11231
40.74718234,-73.9432635,11101
40.801694,-73.957145,10026
40.69331716,-73.95381995,11205
40.75594159,-74.0021163,10199
40.679043,-74.011169,11231
40.7596276,-73.9321455,11106
40.7169811,-73.94485918,11211
40.70277159,-73.99383605,11242
40.73331967,-73.99510132,10009
40.7580583,-73.9242751,11106
40.6809833854,-73.9500479759,11233
40.78307,-73.95939,10128
40.682601,-73.938037,11216
40.6894932,-73.942061,11221
40.754876,-73.934326,11101
40.777507027547976,-73.98888587951659,10069
40.72146256229816,-73.94800901412964,11222
40.71926081,-73.98178024,10009
40.75118387463277,-73.97138714790344,10017
40.808442,-73.9452087,10037
40.78112229934166,-73.94965589046478,10128
40.7713937,-73.9077436,11105
40.6814598,-73.934903,11233
40.7037992,-74.00838676,10005
40.7859201,-73.94860294,10029
40.7869946,-73.94164802,10029
40.68763155,-74.0016256,11231
40.76663814,-73.95348296,10021
40.7552433,-73.9485678,11101
40.7149787,-74.013012,10007
40.7262807,-73.98978041,10009
40.7817212,-73.94594,10128
40.68940747,-73.96885458,11221
40.71247661,-73.94100005,11211
40.7713615,-73.9246145,11102
40.799041392882984,-73.96649479866028,10025
40.68962188790333,-73.98304268717766,11201
40.7711528,-73.9170074,11102
40.6777287,-73.99364123,11231
40.739323,-74.008119,10014
40.71907891179564,-73.94223690032959,11222
40.79329668,-73.9432083,10029
40.75724567911726,-73.97805914282799,10017
40.7692475,-73.9354504,11106
40.7435337324616,-74.00367558002472,10011
40.8045555,-73.9396861,10035
40.75968085,-73.97031366,10022
40.686371,-73.99383324,11201
40.6741806,-73.9564947,11216
40.70365182,-74.01167797,10004
40.672695,-73.954131,11233
40.809495347779475,-73.94776493310928,10039
40.7747175,-73.9337894,11102
40.70877084,-73.95095259,11211
40.78459679884891,-73.94968539476395,10128
40.7877214,-73.94728331,10035
40.67260298150126,-73.98983001708984,11215
40.7699426,-73.96060712,10035
40.76712840349542,-73.96224617958069,10021
40.6823687,-73.944118,11233
40.77536905,-73.94803392,10028
40.73564,-73.95866,11222
40.6845683,-73.95881081,11221
40.6662078,-73.98199886,11215
40.8013066,-73.9398167,10035
40.69622937,-73.94371094,11206
40.67267243410948,-74.0087952464819,11231
40.6803560840434,-73.9476791024208,11216
40.7671,-73.9169858,11103
40.754120810779256,-73.98025184869766,10017
40.795,-73.9645,10025
40.7647,-73.9240312,11369
40.7934337,-73.94945003,10037
40.77118287540658,-73.96409422159195,10021
40.69239502,-73.99337909,11231
40.6809741,-73.9710097,11238
40.6881529,-73.99520919,11201
40.69363137,-73.96223558,11205
40.7527085,-73.9397405,11101
40.724812564400175,-73.94752621650696,11222
40.6830456,-74.00348559,11231
40.805973,-73.964928,10025
40.70037867,-73.99548059,11242
40.77149671054441,-73.99046033620834,10018
40.751581,-73.97791,10037
40.69794,-73.96986848,11251
40.7806284,-73.9521667,10128
40.71334184275907,-74.00935515761375,10007
40.7449067,-73.9534573,11101
40.70870368,-73.9448625,11206
40.8029263,-73.9379,10035
40.7597108,-73.97402311,10055
40.8120562,-73.9612547,10115
40.6787242,-73.99599099,11231
40.72903917,-73.99404649,10011
40.761584,-73.925921,11106
40.745038,-73.957539,11109
40.70706456,-74.00731853,10038
40.743,-73.93561,11101
40.76873687,-73.96119945,10035
40.8078316,-73.949373,10027
40.69102925677968,-73.99183362722397,11201
40.6716493,-73.9631145,11238
40.7857851,-73.957481,10129
40.8109494,-73.9634,10027
40.75323098,-73.97032517,10017
40.763154,-73.920827,11369
40.6849894,-73.99440329,11231
40.7569332,-73.9262231,11106
40.7531106,-73.9279917,11101
40.69991755,-73.98971773,11201
40.78145,-73.9183302,11105
40.674613422475815,-73.98501142859459,11215
40.69539817,-73.94954908,11237
40.77573034,-73.9567526,10028
40.8011939,-73.9500739,10037
40.71638031973561,-73.94821286201477,11211
40.72179134,-73.9504154,11211
40.686203,-73.944694,11216
40.6933982,-73.939877,11206
40.761293897289086,-73.916916847229,11369
40.67759206937376,-73.955637216568,11238
40.7423737,-73.9566,11109
40.77314236,-73.95856158,10075
40.744363287066875,-73.9558732509613,11109
40.814394437915816,-73.95324736833572,10027
40.6704922,-73.98541675,11215
40.74128309355993,-73.937258720397935,11101
40.797911,-73.9423,10029
40.7633589,-73.9286471,11106
40.74708586,-73.94977234,11101
40.7903051,-73.94755757,10037
40.7787185,-73.9145645,11105
40.67363551341504,-74.01195555925369,11231
40.70708701,-73.95796783,11249
40.6812117,-74.00860912,11231
40.6802133,-73.98432695,11217
40.748,-73.9460927,11101
40.8082,-73.9641,10027
40.756913,-73.921631,11101
40.65708866668485,-74.00870203971863,11232
40.694546087246025,-73.95801365375519,11205
40.678045,-73.962408,11238
40.774591,-73.918544,11105
40.751047,-73.937970000000007,11101
40.7892529,-73.93956237,10029
40.7774552,-73.9225403,11102
40.7701477,-73.9120938,11101
40.73181401720966,-73.95995020866394,11222
40.80756,-73.939182,10035
40.6804836,-73.9646795,11238
40.7659,-73.930819,11106
40.76228826,-73.98336183,10019
40.76408932350688,-73.91065120697021,11103
40.7601853,-73.9362726,11106
40.7945663,-73.9362541,10029
40.75186951421875,-73.93349289894103,11101
40.776165,-73.9153175,11105
40.6724811,-73.99331394,11231
40.757186,-73.932719,11101
40.7535992020056,-73.93795609474182,11101
40.804038,-73.945925,10027
40.8014866,-73.9442507,10035
40.7989445,-73.944846,10029
40.72606,-73.95621,11222
40.7668,-73.9347774,11373
40.69608941,-73.97803415,11251
40.75052534,-73.94594845,11101
40.69527008,-73.95238108,11235
40.8086249,-73.9596214,10115
40.80295,-73.942954,10035
40.70029511,-73.95032283,11211
40.75742,-73.945133,11101
40.6773429,-74.01275056,11231
40.76068327096592,-73.9845272898674,10019
40.7671863,-73.9373554,11106
40.78813,-73.95206,10129
40.68461653897949,-73.98721285164356,11217
40.7658346,-73.9265474,11369
40.74469738,-73.93540375,11101
40.7729,-73.916142,11102
40.7652654,-73.98192338,10019
40.7627442,-73.9391141,11106
40.68402,-73.94977,11216
40.8067581,-73.9607082,10027
40.67434,-74.00194698,11231
40.75513557,-73.98658032,NA
40.75299641,-73.98721619,NA
40.70538077,-73.94976519,11206
40.6791944,-73.9587903,11238
40.799139,-73.9389152,10035
40.762813800000004,-73.9342862,11101
40.76309387270797,-73.9783501625061,10105
40.76132983124814,-73.97982001304626,NA
40.699997484388504,-73.97440128028393,11251
40.7568001,-73.98291153,10036
40.75640548,-73.9900262,10036
40.70411791,-73.94818595,11221
40.76344058,-73.98268129,10019
40.6763744,-74.00324957,11231
40.75466591,-73.99138152,10018
40.7576314,-73.9391224,11101
40.66906013501107,-73.99463653564453,11215
40.766368,-73.971518,10065
40.7974772,-73.9311847,10035
40.7739825,-73.9309134,11102
40.6777748,-74.0094613,11231
40.7638753,-73.9364848,11106
40.6747055,-74.0075572,11231
40.666439306870814,-73.9605563879013,11225
40.71690978045965,-73.98383796215057,10002
40.752957,-74.00264,10014
40.70531194,-73.97100056,11251
40.6679411,-73.9588,11225
40.7437524099784,-73.94176483154297,11101
40.6725058,-74.00494695,11231
40.68382604,-73.97632328,11208
40.695317277669034,-73.99015724658966,11201
40.854,-73.89,10457
40.857,-73.884,10458
40.7667405590595,-73.9790689945221,10019
40.863,-73.89,10458
40.857,-73.89,10458
40.7687620293096,-73.95840793848038,10021
40.854,-73.902,10457
40.743366080270214,-73.95960688591003,11109
40.854,-73.893,10457
40.851,-73.905,10453
40.863,-73.884,10458
40.71644423134479,-73.9823305606842,10002
40.69535693320225,-73.99344027042389,11201
40.851,-73.899,10457
40.71146364,-74.00552427,10038
40.71784798417728,-73.94752018153667,11211
40.845,-73.911,10457
40.71766197083994,-73.94880026578903,11211
40.842,-73.881,10460
40.857,-73.881,10458
40.6776147,-73.97324283,11233
40.866,-73.884,10458
40.845,-73.902,10457
40.86,-73.884,10458
40.75022392,-73.97121414,10017
40.730563,-73.973984,10009
40.720747,-73.986274,10002
40.66979964220026,-73.99497985839844,11215
40.75651272984955,-73.92957486212252,11106
40.75668720603179,-73.98257732391357,10036
40.741459,-73.983293,10035
40.735445,-73.99431,10011
40.857,-73.887,10458
40.863,-73.905,10468
40.863,-73.902,10468
40.77755374298887,-73.95512759685516,10028
40.724308321602166,-74.00473035871983,10005
40.759125,-73.962658,10022
40.7475739589548,-73.9788007736206,10035
40.851,-73.893,10457
40.845,-73.893,10457
40.704508,-73.9351,11206
40.710681,-73.93372,11206
40.702997,-73.92997,11207
40.705614,-73.92153,11237
40.70538,-73.92535,11237
40.697842,-73.926241,11221
40.69064807082943,-73.95746178925037,11205
40.707165,-73.923711,11385
40.706237,-73.933871,11206
40.700003,-73.92834,11237
40.71323,-73.93894,11211
40.69231660719192,-74.01486575603485,10004
40.686931,-74.016966,10004
40.677027,-73.9865,11215
40.713811,-73.93515,11211
40.707174,-73.93581,11206
40.702013,-73.923769,11237
40.715353,-73.93856,11211
40.705517,-73.93936,11206
40.7390169121,-74.0026376103,10014
40.68841,-73.979458,11207
40.68512559515415,-74.02535319328308,10004
40.698568,-73.918877,11237
40.71019,-73.93734,11211
40.709897,-73.94008,11211
40.702831,-73.9333,11206
40.7003,-73.991581,11201
40.69985,-73.97141,11251
40.70539,-73.92976,11237
40.699304,-73.923044,11237
40.704425,-73.92836,11237
40.73269,-73.98974,10003
40.7027,-73.92095,11237
40.74177603,-74.00149746,10011
40.698458,-73.997178,11201
40.704876,-73.919911,11237
40.74317449,-74.00366443,10019
40.70838,-74.00495,10038
40.671907,-73.993612,11215
40.732339777151054,-73.97898383438587,10009
40.75066386,-74.00176802,10019
40.68186,-73.959432,11207
40.74964,-73.98805,10120
40.854,-73.887,10458
40.752269,-73.982079,10018
40.848,-73.887,10457
40.857,-73.902,10453
40.863,-73.896,10458
40.86,-73.89,10458
40.86,-73.899,10468
40.842,-73.884,10460
40.854,-73.905,10453
40.86,-73.893,10458
40.848,-73.893,10457
40.854,-73.911,10453
40.866,-73.896,10468
40.866,-73.893,10458
40.863,-73.893,10458
40.851,-73.902,10457
40.86,-73.896,10458
40.86,-73.902,10468
40.854,-73.884,10458
40.665816,-73.956934,11225
40.854,-73.908,10453
40.86,-73.887,10458
40.848,-73.902,10457
40.702461,-73.986842,11201
