siteID,date,element,data_value,measurement_flag,quality_flag,source_flag,obs_time,location
US1NYRC0002,20190917,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190917,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190918,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190918,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190918,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190918,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20190918,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20190918,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190918,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190918,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190918,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190918,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190918,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190918,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190919,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190919,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190919,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190919,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20190919,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20190919,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190919,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190919,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190919,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190919,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190919,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190919,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190920,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190920,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190920,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190920,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20190920,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20190920,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0029,20190920,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190920,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190920,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190920,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190920,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190921,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190921,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190921,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0027,20190921,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0029,20190921,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190921,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190921,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190921,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190921,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190922,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190922,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190922,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0027,20190922,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190922,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190922,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190922,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190922,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190922,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190922,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190923,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190923,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190923,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190923,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20190923,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20190923,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190923,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20190923,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190923,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190923,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190923,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190924,PRCP,0,T,NA,N,0700,Brooklyn
US1NYKN0025,20190924,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190924,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190924,PRCP,8,NA,NA,N,0700,Queens
US1NYQN0027,20190924,PRCP,3,NA,NA,N,0700,Queens
US1NYQN0027,20190924,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190924,PRCP,0,T,NA,N,0700,Queens
US1NYRC0001,20190924,PRCP,8,NA,NA,N,0600,Staten
US1NYRC0002,20190924,PRCP,8,NA,NA,N,0700,Staten
US1NYKN0025,20190925,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190925,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190925,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190925,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20190925,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20190925,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190925,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190925,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0002,20190925,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190925,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190926,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190926,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190926,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190926,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20190926,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20190926,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190926,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190926,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190926,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190926,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190926,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0002,20190926,SNOW,0,NA,NA,N,0600,Staten
US1NYKN0025,20190927,PRCP,0,T,NA,N,0700,Brooklyn
US1NYKN0025,20190927,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190927,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20190927,PRCP,3,NA,NA,N,0700,Queens
US1NYQN0027,20190927,PRCP,13,NA,NA,N,0700,Queens
US1NYQN0029,20190927,PRCP,5,NA,NA,N,0700,Queens
US1NYRC0001,20190927,PRCP,5,NA,NA,N,0600,Staten
US1NYRC0002,20190927,PRCP,5,NA,NA,N,0700,Staten
US1NYKN0025,20190928,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190928,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190928,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0027,20190928,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190928,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190928,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190928,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190928,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190928,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190928,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20190929,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190929,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190929,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0027,20190929,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0029,20190929,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190929,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190929,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190929,PRCP,0,T,NA,N,0700,Staten
US1NYKN0025,20190930,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190930,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20190930,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0027,20190930,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20190930,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20190930,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20190930,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20190930,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20190930,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20190930,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191001,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191001,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191001,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191001,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0027,20191001,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191001,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20191001,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191001,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191001,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191001,SNOW,0,NA,NA,N,0700,Staten
US1NYNY0074,20191002,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0026,20191002,DAPR,5,NA,NA,N,0700,Queens
US1NYQN0026,20191002,MDPR,0,NA,NA,N,0700,Queens
US1NYQN0027,20191002,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191002,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20191002,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191002,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191002,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191002,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191003,PRCP,99,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191003,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191003,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191003,PRCP,79,NA,NA,N,0700,Manhattan
US1NYQN0026,20191003,PRCP,79,NA,NA,N,0745,Queens
US1NYQN0027,20191003,PRCP,36,NA,NA,N,0630,Queens
US1NYQN0029,20191003,PRCP,48,NA,NA,N,0700,Queens
US1NYRC0001,20191003,PRCP,178,NA,NA,N,0600,Staten
US1NYRC0002,20191003,PRCP,61,NA,NA,N,0700,Staten
US1NYKN0025,20191004,PRCP,81,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191004,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191004,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191004,PRCP,71,NA,NA,N,0700,Manhattan
US1NYQN0026,20191004,PRCP,51,NA,NA,N,0713,Queens
US1NYQN0027,20191004,PRCP,64,NA,NA,N,0627,Queens
US1NYQN0029,20191004,PRCP,38,NA,NA,N,0700,Queens
US1NYRC0001,20191004,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191004,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191004,PRCP,81,NA,NA,N,0700,Staten
US1NYKN0025,20191005,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191005,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191005,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191005,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0027,20191005,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191005,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20191005,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20191005,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191005,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191005,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191005,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191006,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191006,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191006,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191006,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0027,20191006,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191006,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20191006,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20191006,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191006,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191006,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191006,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191007,PRCP,5,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191007,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191007,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191007,PRCP,5,NA,NA,N,0700,Manhattan
US1NYQN0026,20191007,DAPR,3,NA,NA,N,0700,Queens
US1NYQN0026,20191007,MDPR,8,NA,NA,N,0700,Queens
US1NYQN0027,20191007,PRCP,8,NA,NA,N,0700,Queens
US1NYQN0029,20191007,PRCP,10,NA,NA,N,0700,Queens
US1NYRC0001,20191007,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191007,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191007,PRCP,0,T,NA,N,0700,Staten
US1NYKN0025,20191008,PRCP,25,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191008,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191008,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191008,PRCP,46,NA,NA,N,0700,Manhattan
US1NYQN0026,20191008,PRCP,25,NA,NA,N,0825,Queens
US1NYQN0027,20191008,PRCP,25,NA,NA,N,0700,Queens
US1NYQN0029,20191008,PRCP,10,NA,NA,N,0700,Queens
US1NYRC0001,20191008,PRCP,20,NA,NA,N,0600,Staten
US1NYRC0002,20191008,PRCP,25,NA,NA,N,0700,Staten
US1NYKN0025,20191009,PRCP,0,T,NA,N,0700,Brooklyn
US1NYKN0025,20191009,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191009,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191009,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0027,20191009,PRCP,0,T,NA,N,0700,Queens
US1NYQN0029,20191009,PRCP,3,NA,NA,N,0700,Queens
US1NYRC0002,20191009,PRCP,3,NA,NA,N,0700,Staten
US1NYKN0025,20191010,PRCP,178,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191010,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191010,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191010,PRCP,155,NA,NA,N,0700,Manhattan
US1NYQN0026,20191010,DAPR,2,NA,NA,N,0700,Queens
US1NYQN0026,20191010,MDPR,191,NA,NA,N,0700,Queens
US1NYQN0027,20191010,PRCP,170,NA,NA,N,0700,Queens
US1NYQN0029,20191010,PRCP,119,NA,NA,N,0700,Queens
US1NYRC0001,20191010,PRCP,69,NA,NA,N,0600,Staten
US1NYRC0002,20191010,PRCP,107,NA,NA,N,0700,Staten
US1NYKN0025,20191011,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191011,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191011,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191011,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0026,20191011,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20191011,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20191011,PRCP,0,T,NA,N,0700,Queens
US1NYQN0029,20191011,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20191011,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191011,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191011,PRCP,3,NA,NA,N,0700,Staten
US1NYKN0025,20191012,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191012,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191012,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191012,PRCP,0,NA,NA,N,0700,Manhattan
US1NYRC0002,20191012,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191012,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191013,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191013,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191013,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191013,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0027,20191013,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191013,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20191013,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191013,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191013,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191013,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191014,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191014,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191014,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191014,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0027,20191014,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191014,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20191014,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191014,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191014,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191014,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191015,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191015,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191015,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191015,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0026,20191015,DAPR,3,NA,NA,N,0700,Queens
US1NYQN0026,20191015,MDPR,0,NA,NA,N,0700,Queens
US1NYQN0027,20191015,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191015,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20191015,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20191015,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191015,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191015,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191015,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191016,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191016,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191016,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191016,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0026,20191016,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20191016,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20191016,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191016,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20191016,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191016,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191016,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191016,SNOW,0,NA,NA,N,0700,Staten
US1NYBX0025,20191017,PRCP,914,NA,NA,N,0600,Bronx
US1NYKN0025,20191017,PRCP,511,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191017,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191017,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191017,PRCP,607,NA,NA,N,0700,Manhattan
US1NYQN0026,20191017,PRCP,480,NA,NA,N,0700,Queens
US1NYQN0027,20191017,PRCP,330,NA,NA,N,0625,Queens
US1NYQN0029,20191017,PRCP,338,NA,NA,N,0700,Queens
US1NYRC0001,20191017,PRCP,226,NA,NA,N,0600,Staten
US1NYRC0002,20191017,PRCP,287,NA,NA,N,0700,Staten
US1NYKN0025,20191018,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191018,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191018,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191018,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0026,20191018,PRCP,5,NA,NA,N,0827,Queens
US1NYQN0027,20191018,PRCP,5,NA,NA,N,0625,Queens
US1NYRC0001,20191018,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191018,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191018,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191018,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191019,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191019,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191019,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191019,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0027,20191019,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191019,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20191019,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191019,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191019,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191019,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191020,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191020,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191020,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191020,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0026,20191020,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20191020,SNOW,0,NA,NA,N,0700,Queens
US1NYRC0001,20191020,PRCP,173,NA,NA,N,0600,Staten
US1NYRC0002,20191020,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191020,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191021,PRCP,147,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191021,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191021,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191021,PRCP,135,NA,NA,N,0700,Manhattan
US1NYQN0026,20191021,PRCP,109,NA,NA,N,0700,Queens
US1NYQN0029,20191021,PRCP,122,NA,NA,N,0700,Queens
US1NYRC0001,20191021,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191021,PRCP,178,NA,NA,N,0700,Staten
US1NYKN0025,20191022,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191022,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191022,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191022,PRCP,0,NA,NA,N,0700,Manhattan
US1NYQN0026,20191022,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20191022,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20191022,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191022,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0029,20191022,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20191022,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191022,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191022,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191022,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191023,PRCP,173,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191023,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191023,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYNY0074,20191023,PRCP,137,NA,NA,N,0700,Manhattan
US1NYQN0026,20191023,PRCP,157,NA,NA,N,0800,Queens
US1NYQN0027,20191023,PRCP,142,NA,NA,N,0624,Queens
US1NYQN0029,20191023,PRCP,178,NA,NA,N,0700,Queens
US1NYRC0001,20191023,PRCP,99,NA,NA,N,0600,Staten
US1NYRC0002,20191023,PRCP,140,NA,NA,N,0700,Staten
US1NYKN0025,20191024,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191024,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191024,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20191024,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20191024,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20191024,PRCP,0,T,NA,N,0700,Queens
US1NYQN0029,20191024,PRCP,3,NA,NA,N,0700,Queens
US1NYRC0001,20191024,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191024,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191024,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191024,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191025,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191025,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191025,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0026,20191025,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0026,20191025,SNOW,0,NA,NA,N,0700,Queens
US1NYQN0027,20191025,PRCP,0,NA,NA,N,0700,Queens
US1NYRC0001,20191025,PRCP,0,NA,NA,N,0600,Staten
US1NYRC0001,20191025,SNOW,0,NA,NA,N,0600,Staten
US1NYRC0002,20191025,PRCP,0,NA,NA,N,0700,Staten
US1NYRC0002,20191025,SNOW,0,NA,NA,N,0700,Staten
US1NYKN0025,20191026,PRCP,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191026,SNOW,0,NA,NA,N,0700,Brooklyn
US1NYKN0025,20191026,SNWD,0,NA,NA,N,0700,Brooklyn
US1NYQN0027,20191026,PRCP,0,NA,NA,N,0700,Queens
US1NYQN0027,20191026,SNOW,0,NA,NA,N,0700,Queens
